(base) robertselwyn:src on main [!?]$ python3 new_cfr_100bb.py 
0
PRINTING HAND INFORMATION
-------- ITER 0 -------
/Users/robertselwyn/Desktop/Stanford/cs/cs238/final_proj/src/new_cfr_100bb.py:34: RuntimeWarning: divide by zero encountered in double_scalars
  display_results(expected_game_value / a, i_map)
5cKh rrc ['0.50', '0.50']
5cQc rrb ['0.95', '0.05']
5cQc rrc ['0.50', '0.50']
5cQh rrb ['0.23', '0.77']
5cQh rrc ['0.50', '0.50']
5cTc rrb ['0.99', '0.01']
5cTc rrc ['0.50', '0.50']
5cTh rrb ['0.76', '0.24']
5cTh rrc ['0.50', '0.50']
5h5c rrb ['0.01', '0.99']
5h5c rrc ['0.50', '0.50']
5h5s rrb ['0.25', '0.75']
5h5s rrc ['0.50', '0.50']
5h6c rrb ['0.99', '0.01']
5h6c rrc ['0.50', '0.50']
5h6h rrb ['0.99', '0.01']
5h6h rrc ['0.50', '0.50']
5h6s rrb ['0.99', '0.01']
5h6s rrc ['0.50', '0.50']
5h7c rrb ['0.99', '0.01']
5h7c rrc ['0.50', '0.50']
5h7h rrb ['0.97', '0.03']
5h7h rrc ['0.50', '0.50']
5h7s rrb ['0.99', '0.01']
5h7s rrc ['0.50', '0.50']
5h8c rrb ['0.97', '0.03']
5h8c rrc ['0.50', '0.50']
5h8h rrb ['0.98', '0.02']
5h8h rrc ['0.50', '0.50']
5h8s rrb ['0.99', '0.01']
5h8s rrc ['0.50', '0.50']
5h9c rrb ['0.98', '0.02']
5h9c rrc ['0.50', '0.50']
5h9h rrb ['0.99', '0.01']
5h9h rrc ['0.50', '0.50']
5h9s rrb ['0.99', '0.01']
5h9s rrc ['0.50', '0.50']
5hAc rrb ['0.97', '0.03']
5hAc rrc ['0.50', '0.50']
5hAh rrb ['0.40', '0.60']
5hAh rrc ['0.50', '0.50']
5hAs rrb ['0.73', '0.27']
5hAs rrc ['0.50', '0.50']
5hJc rrb ['0.99', '0.01']
5hJc rrc ['0.50', '0.50']
5hJh rrb ['0.99', '0.01']
5hJh rrc ['0.50', '0.50']
5hJs rrb ['0.99', '0.01']
5hJs rrc ['0.50', '0.50']
5hKc rrb ['0.99', '0.01']
5hKc rrc ['0.50', '0.50']
5hKh rrb ['0.82', '0.18']
5hKh rrc ['0.50', '0.50']
5hKs rrb ['0.99', '0.01']
5hKs rrc ['0.50', '0.50']
5hQc rrb ['0.99', '0.01']
5hQc rrc ['0.50', '0.50']
5hQh rrb ['0.94', '0.06']
5hQh rrc ['0.50', '0.50']
5hQs rrb ['0.99', '0.01']
5hQs rrc ['0.50', '0.50']
5hTc rrb ['0.93', '0.07']
5hTc rrc ['0.50', '0.50']
5hTh rrb ['0.99', '0.01']
5hTh rrc ['0.50', '0.50']
5hTs rrb ['0.99', '0.01']
5hTs rrc ['0.50', '0.50']
5s5c rrb ['0.01', '0.99']
5s5c rrc ['0.50', '0.50']
5s6c rrb ['0.01', '0.99']
5s6c rrc ['0.50', '0.50']
5s6h rrb ['0.99', '0.01']
5s6h rrc ['0.50', '0.50']
5s6s rrb ['0.99', '0.01']
5s6s rrc ['0.50', '0.50']
5s7c rrb ['0.01', '0.99']
5s7c rrc ['0.50', '0.50']
5s7h rrb ['0.99', '0.01']
5s7h rrc ['0.50', '0.50']
5s7s rrb ['0.99', '0.01']
5s7s rrc ['0.50', '0.50']
5s8c rrb ['0.01', '0.99']
5s8c rrc ['0.50', '0.50']
5s8h rrb ['0.97', '0.03']
5s8h rrc ['0.50', '0.50']
5s8s rrb ['0.99', '0.01']
5s8s rrc ['0.50', '0.50']
5s9c rrb ['0.99', '0.01']
5s9c rrc ['0.50', '0.50']
5s9h rrb ['0.97', '0.03']
5s9h rrc ['0.50', '0.50']
5s9s rrb ['0.99', '0.01']
5s9s rrc ['0.50', '0.50']
5sAc rrb ['0.68', '0.32']
5sAc rrc ['0.50', '0.50']
5sAh rrb ['0.01', '0.99']
5sAh rrc ['0.50', '0.50']
5sAs rrb ['0.91', '0.09']
5sAs rrc ['0.50', '0.50']
5sJc rrb ['0.01', '0.99']
5sJc rrc ['0.50', '0.50']
5sJh rrb ['0.95', '0.05']
5sJh rrc ['0.50', '0.50']
5sJs rrb ['0.99', '0.01']
5sJs rrc ['0.50', '0.50']
5sKc rrb ['0.01', '0.99']
5sKc rrc ['0.50', '0.50']
5sKh rrb ['0.57', '0.43']
5sKh rrc ['0.50', '0.50']
5sKs rrb ['0.87', '0.13']
5sKs rrc ['0.50', '0.50']
5sQc rrb ['0.01', '0.99']
5sQc rrc ['0.50', '0.50']
5sQh rrb ['0.96', '0.04']
5sQh rrc ['0.50', '0.50']
5sQs rrb ['0.95', '0.05']
5sQs rrc ['0.50', '0.50']
5sTc rrb ['0.01', '0.99']
5sTc rrc ['0.50', '0.50']
5sTh rrb ['0.99', '0.01']
5sTh rrc ['0.50', '0.50']
5sTs rrb ['0.99', '0.01']
5sTs rrc ['0.50', '0.50']
6c6d rrb ['0.01', '0.99']
6c6d rrc ['0.50', '0.50']
6c7c rrb ['0.99', '0.01']
6c7c rrc ['0.50', '0.50']
6c7h rrb ['0.97', '0.03']
6c7h rrc ['0.50', '0.50']
6c8c rrb ['0.93', '0.07']
6c8c rrc ['0.50', '0.50']
6c8h rrb ['0.99', '0.01']
6c8h rrc ['0.50', '0.50']
6c9c rrb ['0.99', '0.01']
6c9c rrc ['0.50', '0.50']
6c9h rrb ['0.77', '0.23']
6c9h rrc ['0.50', '0.50']
6cAc rrb ['0.91', '0.09']
6cAc rrc ['0.50', '0.50']
6cAh rrb ['0.89', '0.11']
6cAh rrc ['0.50', '0.50']
6cJc rrb ['0.99', '0.01']
6cJc rrc ['0.50', '0.50']
6cJh rrb ['0.96', '0.04']
6cJh rrc ['0.50', '0.50']
6cKc rrb ['0.99', '0.01']
6cKc rrc ['0.50', '0.50']
6cKh rrb ['0.99', '0.01']
6cKh rrc ['0.50', '0.50']
6cQc rrb ['0.99', '0.01']
6cQc rrc ['0.50', '0.50']
6cQh rrb ['0.99', '0.01']
6cQh rrc ['0.50', '0.50']
6cTc rrb ['0.99', '0.01']
6cTc rrc ['0.50', '0.50']
6cTh rrb ['0.94', '0.06']
6cTh rrc ['0.50', '0.50']
6h6c rrb ['0.01', '0.99']
6h6c rrc ['0.50', '0.50']
6h6s rrb ['0.01', '0.99']
6h6s rrc ['0.50', '0.50']
6h7c rrb ['0.99', '0.01']
6h7c rrc ['0.50', '0.50']
6h7h rrb ['0.99', '0.01']
6h7h rrc ['0.50', '0.50']
6h7s rrb ['0.99', '0.01']
6h7s rrc ['0.50', '0.50']
6h8c rrb ['0.96', '0.04']
6h8c rrc ['0.50', '0.50']
6h8h rrb ['0.99', '0.01']
6h8h rrc ['0.50', '0.50']
6h8s rrb ['0.99', '0.01']
6h8s rrc ['0.50', '0.50']
6h9c rrb ['0.97', '0.03']
6h9c rrc ['0.50', '0.50']
6h9h rrb ['0.91', '0.09']
6h9h rrc ['0.50', '0.50']
6h9s rrb ['0.99', '0.01']
6h9s rrc ['0.50', '0.50']
6hAc rrb ['0.99', '0.01']
6hAc rrc ['0.50', '0.50']
6hAh rrb ['0.66', '0.34']
6hAh rrc ['0.50', '0.50']
6hAs rrb ['0.62', '0.38']
6hAs rrc ['0.50', '0.50']
6hJc rrb ['0.97', '0.03']
6hJc rrc ['0.50', '0.50']
6hJh rrb ['0.97', '0.03']
6hJh rrc ['0.50', '0.50']
6hJs rrb ['0.97', '0.03']
6hJs rrc ['0.50', '0.50']
6hKc rrb ['0.99', '0.01']
6hKc rrc ['0.50', '0.50']
6hKh rrb ['0.91', '0.09']
6hKh rrc ['0.50', '0.50']
6hKs rrb ['0.92', '0.08']
6hKs rrc ['0.50', '0.50']
6hQc rrb ['0.99', '0.01']
6hQc rrc ['0.50', '0.50']
6hQh rrb ['0.95', '0.05']
6hQh rrc ['0.50', '0.50']
6hQs rrb ['0.99', '0.01']
6hQs rrc ['0.50', '0.50']
6hTc rrb ['0.99', '0.01']
6hTc rrc ['0.50', '0.50']
6hTh rrb ['0.99', '0.01']
6hTh rrc ['0.50', '0.50']
6hTs rrb ['0.97', '0.03']
6hTs rrc ['0.50', '0.50']
6s6c rrb ['0.01', '0.99']
6s6c rrc ['0.50', '0.50']
6s7c rrb ['0.01', '0.99']
6s7c rrc ['0.50', '0.50']
6s7h rrb ['0.99', '0.01']
6s7h rrc ['0.50', '0.50']
6s7s rrb ['0.99', '0.01']
6s7s rrc ['0.50', '0.50']
6s8c rrb ['0.01', '0.99']
6s8c rrc ['0.50', '0.50']
6s8h rrb ['0.97', '0.03']
6s8h rrc ['0.50', '0.50']
6s8s rrb ['0.97', '0.03']
6s8s rrc ['0.50', '0.50']
6s9c rrb ['0.01', '0.99']
6s9c rrc ['0.50', '0.50']
6s9h rrb ['0.99', '0.01']
6s9h rrc ['0.50', '0.50']
6s9s rrb ['0.99', '0.01']
6s9s rrc ['0.50', '0.50']
6sAc rrb ['0.39', '0.61']
6sAc rrc ['0.50', '0.50']
6sAh rrb ['0.01', '0.99']
6sAh rrc ['0.50', '0.50']
6sAs rrb ['0.85', '0.15']
6sAs rrc ['0.50', '0.50']
6sJc rrb ['0.01', '0.99']
6sJc rrc ['0.50', '0.50']
6sJh rrb ['0.92', '0.08']
6sJh rrc ['0.50', '0.50']
6sJs rrb ['0.99', '0.01']
6sJs rrc ['0.50', '0.50']
6sKc rrb ['0.01', '0.99']
6sKc rrc ['0.50', '0.50']
6sKh rrb ['0.80', '0.20']
6sKh rrc ['0.50', '0.50']
6sKs rrb ['0.96', '0.04']
6sKs rrc ['0.50', '0.50']
6sQc rrb ['0.01', '0.99']
6sQc rrc ['0.50', '0.50']
6sQh rrb ['0.86', '0.14']
6sQh rrc ['0.50', '0.50']
6sQs rrb ['0.96', '0.04']
6sQs rrc ['0.50', '0.50']
6sTc rrb ['0.01', '0.99']
6sTc rrc ['0.50', '0.50']
6sTh rrb ['0.98', '0.02']
6sTh rrc ['0.50', '0.50']
6sTs rrb ['0.99', '0.01']
6sTs rrc ['0.50', '0.50']
7c7d rrb ['0.01', '0.99']
7c7d rrc ['0.50', '0.50']
7c8c rrb ['0.99', '0.01']
7c8c rrc ['0.50', '0.50']
7c8h rrb ['0.67', '0.33']
7c8h rrc ['0.50', '0.50']
7c9c rrb ['0.94', '0.06']
7c9c rrc ['0.50', '0.50']
7c9h rrb ['0.93', '0.07']
7c9h rrc ['0.50', '0.50']
7cAc rrb ['0.99', '0.01']
7cAc rrc ['0.50', '0.50']
7cAh rrb ['0.99', '0.01']
7cAh rrc ['0.50', '0.50']
7cJc rrb ['0.99', '0.01']
7cJc rrc ['0.50', '0.50']
7cJh rrb ['0.92', '0.08']
7cJh rrc ['0.50', '0.50']
7cKc rrb ['0.69', '0.31']
7cKc rrc ['0.50', '0.50']
7cKh rrb ['0.80', '0.20']
7cKh rrc ['0.50', '0.50']
7cQc rrb ['0.99', '0.01']
7cQc rrc ['0.50', '0.50']
7cQh rrb ['0.99', '0.01']
7cQh rrc ['0.50', '0.50']
7cTc rrb ['0.98', '0.02']
7cTc rrc ['0.50', '0.50']
7cTh rrb ['0.42', '0.58']
7cTh rrc ['0.50', '0.50']
7h7c rrb ['0.01', '0.99']
7h7c rrc ['0.50', '0.50']
7h7s rrb ['0.01', '0.99']
7h7s rrc ['0.50', '0.50']
7h8c rrb ['0.99', '0.01']
7h8c rrc ['0.50', '0.50']
7h8h rrb ['0.99', '0.01']
7h8h rrc ['0.50', '0.50']
7h8s rrb ['0.99', '0.01']
7h8s rrc ['0.50', '0.50']
7h9c rrb ['0.90', '0.10']
7h9c rrc ['0.50', '0.50']
7h9h rrb ['0.97', '0.03']
7h9h rrc ['0.50', '0.50']
7h9s rrb ['0.99', '0.01']
7h9s rrc ['0.50', '0.50']
7hAc rrb ['0.99', '0.01']
7hAc rrc ['0.50', '0.50']
7hAh rrb ['0.23', '0.77']
7hAh rrc ['0.50', '0.50']
7hAs rrb ['0.78', '0.22']
7hAs rrc ['0.50', '0.50']
7hJc rrb ['0.99', '0.01']
7hJc rrc ['0.50', '0.50']
7hJh rrb ['0.96', '0.04']
7hJh rrc ['0.50', '0.50']
7hJs rrb ['0.99', '0.01']
7hJs rrc ['0.50', '0.50']
7hKc rrb ['0.87', '0.13']
7hKc rrc ['0.50', '0.50']
7hKh rrb ['0.86', '0.14']
7hKh rrc ['0.50', '0.50']
7hKs rrb ['0.97', '0.03']
7hKs rrc ['0.50', '0.50']
7hQc rrb ['0.95', '0.05']
7hQc rrc ['0.50', '0.50']
7hQh rrb ['0.99', '0.01']
7hQh rrc ['0.50', '0.50']
7hQs rrb ['0.99', '0.01']
7hQs rrc ['0.50', '0.50']
7hTc rrb ['0.97', '0.03']
7hTc rrc ['0.50', '0.50']
7hTh rrb ['0.99', '0.01']
7hTh rrc ['0.50', '0.50']
7hTs rrb ['0.97', '0.03']
7hTs rrc ['0.50', '0.50']
7s7c rrb ['0.01', '0.99']
7s7c rrc ['0.50', '0.50']
7s8c rrb ['0.01', '0.99']
7s8c rrc ['0.50', '0.50']
7s8h rrb ['0.99', '0.01']
7s8h rrc ['0.50', '0.50']
7s8s rrb ['0.99', '0.01']
7s8s rrc ['0.50', '0.50']
7s9c rrb ['0.01', '0.99']
7s9c rrc ['0.50', '0.50']
7s9h rrb ['0.99', '0.01']
7s9h rrc ['0.50', '0.50']
7s9s rrb ['0.99', '0.01']
7s9s rrc ['0.50', '0.50']
7sAc rrb ['0.01', '0.99']
7sAc rrc ['0.50', '0.50']
7sAh rrb ['0.01', '0.99']
7sAh rrc ['0.50', '0.50']
7sAs rrb ['0.62', '0.38']
7sAs rrc ['0.50', '0.50']
7sJc rrb ['0.01', '0.99']
7sJc rrc ['0.50', '0.50']
7sJh rrb ['0.96', '0.04']
7sJh rrc ['0.50', '0.50']
7sJs rrb ['0.94', '0.06']
7sJs rrc ['0.50', '0.50']
7sKc rrb ['0.74', '0.26']
7sKc rrc ['0.50', '0.50']
7sKh rrb ['0.67', '0.33']
7sKh rrc ['0.50', '0.50']
7sKs rrb ['0.87', '0.13']
7sKs rrc ['0.50', '0.50']
7sQc rrb ['0.01', '0.99']
7sQc rrc ['0.50', '0.50']
7sQh rrb ['0.93', '0.07']
7sQh rrc ['0.50', '0.50']
7sQs rrb ['0.90', '0.10']
7sQs rrc ['0.50', '0.50']
7sTc rrb ['0.01', '0.99']
7sTc rrc ['0.50', '0.50']
7sTh rrb ['0.86', '0.14']
7sTh rrc ['0.50', '0.50']
7sTs rrb ['0.97', '0.03']
7sTs rrc ['0.50', '0.50']
8c8d rrb ['0.01', '0.99']
8c8d rrc ['0.50', '0.50']
8c9c rrb ['0.99', '0.01']
8c9c rrc ['0.50', '0.50']
8c9h rrb ['0.99', '0.01']
8c9h rrc ['0.50', '0.50']
8cAc rrb ['0.95', '0.05']
8cAc rrc ['0.50', '0.50']
8cAh rrb ['0.90', '0.10']
8cAh rrc ['0.50', '0.50']
8cJc rrb ['0.99', '0.01']
8cJc rrc ['0.50', '0.50']
8cJh rrb ['0.97', '0.03']
8cJh rrc ['0.50', '0.50']
8cKc rrb ['0.97', '0.03']
8cKc rrc ['0.50', '0.50']
8cKh rrb ['0.92', '0.08']
8cKh rrc ['0.50', '0.50']
8cQc rrb ['0.99', '0.01']
8cQc rrc ['0.50', '0.50']
8cQh rrb ['0.98', '0.02']
8cQh rrc ['0.50', '0.50']
8cTc rrb ['0.99', '0.01']
8cTc rrc ['0.50', '0.50']
8cTh rrb ['0.99', '0.01']
8cTh rrc ['0.50', '0.50']
8h8c rrb ['0.01', '0.99']
8h8c rrc ['0.50', '0.50']
8h8s rrb ['0.01', '0.99']
8h8s rrc ['0.50', '0.50']
8h9c rrb ['0.89', '0.11']
8h9c rrc ['0.50', '0.50']
8h9h rrb ['0.96', '0.04']
8h9h rrc ['0.50', '0.50']
8h9s rrb ['0.95', '0.05']
8h9s rrc ['0.50', '0.50']
8hAc rrb ['0.94', '0.06']
8hAc rrc ['0.50', '0.50']
8hAh rrb ['0.18', '0.82']
8hAh rrc ['0.50', '0.50']
8hAs rrb ['0.73', '0.27']
8hAs rrc ['0.50', '0.50']
8hJc rrb ['0.96', '0.04']
8hJc rrc ['0.50', '0.50']
8hJh rrb ['0.96', '0.04']
8hJh rrc ['0.50', '0.50']
8hJs rrb ['0.93', '0.07']
8hJs rrc ['0.50', '0.50']
8hKc rrb ['0.93', '0.07']
8hKc rrc ['0.50', '0.50']
8hKh rrb ['0.96', '0.04']
8hKh rrc ['0.50', '0.50']
8hKs rrb ['0.96', '0.04']
8hKs rrc ['0.50', '0.50']
8hQc rrb ['0.99', '0.01']
8hQc rrc ['0.50', '0.50']
8hQh rrb ['0.95', '0.05']
8hQh rrc ['0.50', '0.50']
8hQs rrb ['0.92', '0.08']
8hQs rrc ['0.50', '0.50']
8hTc rrb ['0.79', '0.21']
8hTc rrc ['0.50', '0.50']
8hTh rrb ['0.97', '0.03']
8hTh rrc ['0.50', '0.50']
8hTs rrb ['0.99', '0.01']
8hTs rrc ['0.50', '0.50']
8s8c rrb ['0.01', '0.99']
8s8c rrc ['0.50', '0.50']
8s9c rrb ['0.01', '0.99']
8s9c rrc ['0.50', '0.50']
8s9h rrb ['0.96', '0.04']
8s9h rrc ['0.50', '0.50']
8s9s rrb ['0.99', '0.01']
8s9s rrc ['0.50', '0.50']
8sAc rrb ['0.79', '0.21']
8sAc rrc ['0.50', '0.50']
8sAh rrb ['0.01', '0.99']
8sAh rrc ['0.50', '0.50']
8sAs rrb ['0.51', '0.49']
8sAs rrc ['0.50', '0.50']
8sJc rrb ['0.01', '0.99']
8sJc rrc ['0.50', '0.50']
8sJh rrb ['0.94', '0.06']
8sJh rrc ['0.50', '0.50']
8sJs rrb ['0.96', '0.04']
8sJs rrc ['0.50', '0.50']
8sKc rrb ['0.93', '0.07']
8sKc rrc ['0.50', '0.50']
8sKh rrb ['0.90', '0.10']
8sKh rrc ['0.50', '0.50']
8sKs rrb ['0.88', '0.12']
8sKs rrc ['0.50', '0.50']
8sQc rrb ['0.93', '0.07']
8sQc rrc ['0.50', '0.50']
8sQh rrb ['0.77', '0.23']
8sQh rrc ['0.50', '0.50']
8sQs rrb ['0.90', '0.10']
8sQs rrc ['0.50', '0.50']
8sTc rrb ['0.01', '0.99']
8sTc rrc ['0.50', '0.50']
8sTh rrb ['0.95', '0.05']
8sTh rrc ['0.50', '0.50']
8sTs rrb ['0.97', '0.03']
8sTs rrc ['0.50', '0.50']
9c9d rrb ['0.35', '0.65']
9c9d rrc ['0.50', '0.50']
9cAc rrb ['0.93', '0.07']
9cAc rrc ['0.50', '0.50']
9cAh rrb ['0.97', '0.03']
9cAh rrc ['0.50', '0.50']
9cJc rrb ['0.95', '0.05']
9cJc rrc ['0.50', '0.50']
9cJh rrb ['0.64', '0.36']
9cJh rrc ['0.50', '0.50']
9cKc rrb ['0.99', '0.01']
9cKc rrc ['0.50', '0.50']
9cKh rrb ['0.92', '0.08']
9cKh rrc ['0.50', '0.50']
9cQc rrb ['0.96', '0.04']
9cQc rrc ['0.50', '0.50']
9cQh rrb ['0.86', '0.14']
9cQh rrc ['0.50', '0.50']
9cTc rrb ['0.92', '0.08']
9cTc rrc ['0.50', '0.50']
9cTh rrb ['0.93', '0.07']
9cTh rrc ['0.50', '0.50']
9h9c rrb ['0.01', '0.99']
9h9c rrc ['0.50', '0.50']
9h9s rrb ['0.01', '0.99']
9h9s rrc ['0.50', '0.50']
9hAc rrb ['0.72', '0.28']
9hAc rrc ['0.50', '0.50']
9hAh rrb ['0.11', '0.89']
9hAh rrc ['0.50', '0.50']
9hAs rrb ['0.17', '0.83']
9hAs rrc ['0.50', '0.50']
9hJc rrb ['0.96', '0.04']
9hJc rrc ['0.50', '0.50']
9hJh rrb ['0.93', '0.07']
9hJh rrc ['0.50', '0.50']
9hJs rrb ['0.99', '0.01']
9hJs rrc ['0.50', '0.50']
9hKc rrb ['0.95', '0.05']
9hKc rrc ['0.50', '0.50']
9hKh rrb ['0.74', '0.26']
9hKh rrc ['0.50', '0.50']
9hKs rrb ['0.91', '0.09']
9hKs rrc ['0.50', '0.50']
9hQc rrb ['0.99', '0.01']
9hQc rrc ['0.50', '0.50']
9hQh rrb ['0.96', '0.04']
9hQh rrc ['0.50', '0.50']
9hQs rrb ['0.94', '0.06']
9hQs rrc ['0.50', '0.50']
9hTc rrb ['0.92', '0.08']
9hTc rrc ['0.50', '0.50']
9hTh rrb ['0.95', '0.05']
9hTh rrc ['0.50', '0.50']
9hTs rrb ['0.97', '0.03']
9hTs rrc ['0.50', '0.50']
9s9c rrb ['0.01', '0.99']
9s9c rrc ['0.50', '0.50']
9sAc rrb ['0.94', '0.06']
9sAc rrc ['0.50', '0.50']
9sAh rrb ['0.01', '0.99']
9sAh rrc ['0.50', '0.50']
9sAs rrb ['0.01', '0.99']
9sAs rrc ['0.50', '0.50']
9sJc rrb ['0.01', '0.99']
9sJc rrc ['0.50', '0.50']
9sJh rrb ['0.87', '0.13']
9sJh rrc ['0.50', '0.50']
9sJs rrb ['0.99', '0.01']
9sJs rrc ['0.50', '0.50']
9sKc rrb ['0.01', '0.99']
9sKc rrc ['0.50', '0.50']
9sKh rrb ['0.92', '0.08']
9sKh rrc ['0.50', '0.50']
9sKs rrb ['0.82', '0.18']
9sKs rrc ['0.50', '0.50']
9sQc rrb ['0.91', '0.09']
9sQc rrc ['0.50', '0.50']
9sQh rrb ['0.89', '0.11']
9sQh rrc ['0.50', '0.50']
9sQs rrb ['0.96', '0.04']
9sQs rrc ['0.50', '0.50']
9sTc rrb ['0.01', '0.99']
9sTc rrc ['0.50', '0.50']
9sTh rrb ['0.97', '0.03']
9sTh rrc ['0.50', '0.50']
9sTs rrb ['0.97', '0.03']
9sTs rrc ['0.50', '0.50']
AcAd rrb ['0.01', '0.99']
AcAd rrc ['0.50', '0.50']
AhAc rrb ['0.01', '0.99']
AhAc rrc ['0.50', '0.50']
AhAs rrb ['0.01', '0.99']
AhAs rrc ['0.50', '0.50']
AsAc rrb ['0.01', '0.99']
AsAc rrc ['0.50', '0.50']
JcAc rrb ['0.99', '0.01']
JcAc rrc ['0.50', '0.50']
JcAh rrb ['0.99', '0.01']
JcAh rrc ['0.50', '0.50']
JcJd rrb ['0.01', '0.99']
JcJd rrc ['0.50', '0.50']
JcKc rrb ['0.99', '0.01']
JcKc rrc ['0.50', '0.50']
JcKh rrb ['0.72', '0.28']
JcKh rrc ['0.50', '0.50']
JcQc rrb ['0.94', '0.06']
JcQc rrc ['0.50', '0.50']
JcQh rrb ['0.99', '0.01']
JcQh rrc ['0.50', '0.50']
JhAc rrb ['0.01', '0.99']
JhAc rrc ['0.50', '0.50']
JhAh rrb ['0.01', '0.99']
JhAh rrc ['0.50', '0.50']
JhAs rrb ['0.01', '0.99']
JhAs rrc ['0.50', '0.50']
JhJc rrb ['0.01', '0.99']
JhJc rrc ['0.50', '0.50']
JhJs rrb ['0.01', '0.99']
JhJs rrc ['0.50', '0.50']
JhKc rrb ['0.60', '0.40']
JhKc rrc ['0.50', '0.50']
JhKh rrb ['0.44', '0.56']
JhKh rrc ['0.50', '0.50']
JhKs rrb ['0.71', '0.29']
JhKs rrc ['0.50', '0.50']
JhQc rrb ['0.91', '0.09']
JhQc rrc ['0.50', '0.50']
JhQh rrb ['0.65', '0.35']
JhQh rrc ['0.50', '0.50']
JhQs rrb ['0.79', '0.21']
JhQs rrc ['0.50', '0.50']
JsAc rrb ['0.01', '0.99']
JsAc rrc ['0.50', '0.50']
JsAh rrb ['0.01', '0.99']
JsAh rrc ['0.50', '0.50']
JsAs rrb ['0.01', '0.99']
JsAs rrc ['0.50', '0.50']
JsJc rrb ['0.01', '0.99']
JsJc rrc ['0.50', '0.50']
JsKc rrb ['0.09', '0.91']
JsKc rrc ['0.50', '0.50']
JsKh rrb ['0.89', '0.11']
JsKh rrc ['0.50', '0.50']
JsKs rrb ['0.13', '0.87']
JsKs rrc ['0.50', '0.50']
JsQc rrb ['0.72', '0.28']
JsQc rrc ['0.50', '0.50']
JsQh rrb ['0.88', '0.12']
JsQh rrc ['0.50', '0.50']
JsQs rrb ['0.78', '0.22']
JsQs rrc ['0.50', '0.50']
KcAc rrb ['0.99', '0.01']
KcAc rrc ['0.50', '0.50']
KcAh rrb ['0.99', '0.01']
KcAh rrc ['0.50', '0.50']
KcKd rrb ['0.01', '0.99']
KcKd rrc ['0.50', '0.50']
KcQc rrb ['0.99', '0.01']
KcQc rrc ['0.50', '0.50']
KcQh rrb ['0.99', '0.01']
KcQh rrc ['0.50', '0.50']
KhAc rrb ['0.01', '0.99']
KhAc rrc ['0.50', '0.50']
KhAh rrb ['0.01', '0.99']
KhAh rrc ['0.50', '0.50']
KhAs rrb ['0.01', '0.99']
KhAs rrc ['0.50', '0.50']
KhKc rrb ['0.01', '0.99']
KhKc rrc ['0.50', '0.50']
KhKs rrb ['0.01', '0.99']
KhKs rrc ['0.50', '0.50']
KhQc rrb ['0.01', '0.99']
KhQc rrc ['0.50', '0.50']
KhQh rrb ['0.54', '0.46']
KhQh rrc ['0.50', '0.50']
KhQs rrb ['0.52', '0.48']
KhQs rrc ['0.50', '0.50']
KsAc rrb ['0.01', '0.99']
KsAc rrc ['0.50', '0.50']
KsAh rrb ['0.01', '0.99']
KsAh rrc ['0.50', '0.50']
KsAs rrb ['0.01', '0.99']
KsAs rrc ['0.50', '0.50']
KsKc rrb ['0.01', '0.99']
KsKc rrc ['0.50', '0.50']
KsQc rrb ['0.55', '0.45']
KsQc rrc ['0.50', '0.50']
KsQh rrb ['0.01', '0.99']
KsQh rrc ['0.50', '0.50']
KsQs rrb ['0.01', '0.99']
KsQs rrc ['0.50', '0.50']
QcAc rrb ['0.99', '0.01']
QcAc rrc ['0.50', '0.50']
QcAh rrb ['0.99', '0.01']
QcAh rrc ['0.50', '0.50']
QcQd rrb ['0.01', '0.99']
QcQd rrc ['0.50', '0.50']
QhAc rrb ['0.01', '0.99']
QhAc rrc ['0.50', '0.50']
QhAh rrb ['0.01', '0.99']
QhAh rrc ['0.50', '0.50']
QhAs rrb ['0.01', '0.99']
QhAs rrc ['0.50', '0.50']
QhQc rrb ['0.01', '0.99']
QhQc rrc ['0.50', '0.50']
QhQs rrb ['0.01', '0.99']
QhQs rrc ['0.50', '0.50']
QsAc rrb ['0.66', '0.34']
QsAc rrc ['0.50', '0.50']
QsAh rrb ['0.01', '0.99']
QsAh rrc ['0.50', '0.50']
QsAs rrb ['0.01', '0.99']
QsAs rrc ['0.50', '0.50']
QsQc rrb ['0.01', '0.99']
QsQc rrc ['0.50', '0.50']
TcAc rrb ['0.99', '0.01']
TcAc rrc ['0.50', '0.50']
TcAh rrb ['0.99', '0.01']
TcAh rrc ['0.50', '0.50']
TcJc rrb ['0.95', '0.05']
TcJc rrc ['0.50', '0.50']
TcJh rrb ['0.93', '0.07']
TcJh rrc ['0.50', '0.50']
TcKc rrb ['0.97', '0.03']
TcKc rrc ['0.50', '0.50']
TcKh rrb ['0.97', '0.03']
TcKh rrc ['0.50', '0.50']
TcQc rrb ['0.99', '0.01']
TcQc rrc ['0.50', '0.50']
TcQh rrb ['0.99', '0.01']
TcQh rrc ['0.50', '0.50']
TcTd rrb ['0.18', '0.82']
TcTd rrc ['0.50', '0.50']
ThAc rrb ['0.42', '0.58']
ThAc rrc ['0.50', '0.50']
ThAh rrb ['0.01', '0.99']
ThAh rrc ['0.50', '0.50']
ThAs rrb ['0.01', '0.99']
ThAs rrc ['0.50', '0.50']
ThJc rrb ['0.84', '0.16']
ThJc rrc ['0.50', '0.50']
ThJh rrb ['0.95', '0.05']
ThJh rrc ['0.50', '0.50']
ThJs rrb ['0.90', '0.10']
